Epochs,Accuracy,Validation Accuracy,Loss,Validation Loss
1,0.7111895084381104,0.6979166865348816,0.5729318261146545,0.5953956842422485
2,0.7701612710952759,0.7743055820465088,0.47944706678390503,0.4713793992996216
3,0.8220766186714172,0.8368055820465088,0.3935082256793976,0.4173184037208557
4,0.882056474685669,0.8506944179534912,0.2851877510547638,0.3226699233055115
5,0.9047378897666931,0.875,0.23347151279449463,0.3555905520915985
6,0.9314516186714172,0.8854166865348816,0.1715613156557083,0.29815423488616943
7,0.9561492204666138,0.8993055820465088,0.1201910749077797,0.2540912628173828
8,0.9712701439857483,0.9201388955116272,0.07686762511730194,0.23393385112285614
9,0.9833669066429138,0.9305555820465088,0.04749293625354767,0.28925755620002747
10,0.9823588728904724,0.9201388955116272,0.04719237610697746,0.34300553798675537
11,0.9899193644523621,0.9270833134651184,0.030312469229102135,0.3486582040786743
12,0.9889112710952759,0.9166666865348816,0.03973059356212616,0.31271636486053467
13,0.9964717626571655,0.9340277910232544,0.015924030914902687,0.352936327457428
14,0.9934476017951965,0.9479166865348816,0.020885217934846878,0.29667675495147705
15,0.9959677457809448,0.9305555820465088,0.011522808112204075,0.4063478708267212
16,0.9974798560142517,0.9270833134651184,0.0071165128611028194,0.6026699542999268
17,0.9949596524238586,0.9340277910232544,0.019452137872576714,0.27671018242836
18,0.9984878897666931,0.9375,0.006849202327430248,0.30371522903442383
19,1.0,0.9513888955116272,0.0010468021500855684,0.25895822048187256
20,1.0,0.9409722089767456,0.0002382089733146131,0.48490938544273376
21,1.0,0.9375,0.00017582395230419934,0.31104040145874023
22,1.0,0.9479166865348816,0.00012414343655109406,0.3088430166244507
23,1.0,0.9583333134651184,9.752091864356771e-05,0.1840725541114807
24,1.0,0.9375,8.571422949898988e-05,0.30831724405288696
25,1.0,0.9340277910232544,7.263907173182815e-05,0.32097959518432617
26,1.0,0.9340277910232544,6.464743637479842e-05,0.35953301191329956
27,1.0,0.9305555820465088,6.115282303653657e-05,0.505120038986206
28,1.0,0.9340277910232544,5.317244722391479e-05,0.4955371618270874
29,1.0,0.9305555820465088,4.625004294211976e-05,0.3524094223976135
30,1.0,0.9479166865348816,4.858840475208126e-05,0.2629927396774292
31,1.0,0.9270833134651184,4.042815271532163e-05,0.3877922296524048
32,1.0,0.9131944179534912,3.6830693716183305e-05,0.47332674264907837
33,1.0,0.9375,3.62721984856762e-05,0.4376814067363739
34,1.0,0.9444444179534912,3.241090598748997e-05,0.27182990312576294
35,1.0,0.9409722089767456,2.909268187067937e-05,0.4026050269603729
36,1.0,0.9375,3.063579788431525e-05,0.33641326427459717
37,1.0,0.9513888955116272,2.744323319348041e-05,0.21292032301425934
38,1.0,0.9270833134651184,2.5926858143066056e-05,0.5659700036048889
39,1.0,0.9340277910232544,5.316182432579808e-05,0.4495938718318939
40,1.0,0.9305555820465088,0.00010174624912906438,0.3961977958679199
41,1.0,0.9375,2.109978777298238e-05,0.4463423192501068
42,1.0,0.9305555820465088,2.099471203109715e-05,0.47460830211639404
43,1.0,0.9375,1.688250085862819e-05,0.3092583417892456
44,1.0,0.9340277910232544,1.6618245354038663e-05,0.3808404207229614
45,1.0,0.9513888955116272,1.618092392163817e-05,0.41846203804016113
46,1.0,0.9375,1.6019124814192764e-05,0.39533963799476624
47,1.0,0.9479166865348816,1.4367314179253299e-05,0.4063495099544525
48,1.0,0.9270833134651184,1.430651536793448e-05,0.6786481142044067
49,1.0,0.9548611044883728,1.2903019523946568e-05,0.1900460124015808
50,1.0,0.9513888955116272,1.2721393432002515e-05,0.25626152753829956
51,1.0,0.9201388955116272,2.6764935682876967e-05,0.6301290988922119
52,1.0,0.9409722089767456,2.564096030255314e-05,0.5315085649490356
53,1.0,0.9444444179534912,1.0035895684268326e-05,0.3295634984970093
54,1.0,0.9375,9.988259989768267e-06,0.6741984486579895
55,1.0,0.9479166865348816,8.871890713635366e-06,0.37031090259552
56,1.0,0.9444444179534912,8.389533832087182e-06,0.41645586490631104
57,1.0,0.9444444179534912,8.177979907486588e-06,0.510661244392395
58,1.0,0.9479166865348816,0.0001537459174869582,0.5050656199455261
59,0.9369959831237793,0.9097222089767456,0.16458603739738464,0.40733602643013
60,0.9727822542190552,0.9236111044883728,0.0801481083035469,0.32062965631484985
61,0.9833669066429138,0.9340277910232544,0.04590113088488579,0.2887575328350067
62,0.9994959831237793,0.9548611044883728,0.006283647380769253,0.15169140696525574
63,1.0,0.9513888955116272,0.0013976683840155602,0.38991937041282654
64,0.9994959831237793,0.9305555820465088,0.0012724775588139892,0.4827979505062103
65,1.0,0.9444444179534912,0.0003398837288841605,0.312319815158844
66,1.0,0.9513888955116272,0.00015237579646054655,0.3265789747238159
67,1.0,0.9409722089767456,0.00011443699622759596,0.23137123882770538
68,1.0,0.9444444179534912,0.00010331933299312368,0.17300112545490265
69,1.0,0.9444444179534912,7.283065497176722e-05,0.33545592427253723
70,1.0,0.9479166865348816,6.67633066768758e-05,0.24456055462360382
71,1.0,0.9583333134651184,5.180734660825692e-05,0.1784125417470932
72,1.0,0.9270833134651184,4.934604658046737e-05,0.45345455408096313
73,1.0,0.9375,6.437951378757134e-05,0.3473445475101471
74,1.0,0.9375,3.7322908610804006e-05,0.45744577050209045
75,1.0,0.9444444179534912,3.6280558560974896e-05,0.4026168882846832
76,1.0,0.9444444179534912,3.318260860396549e-05,0.3610391914844513
77,1.0,0.9409722089767456,3.0840681574773043e-05,0.3258115351200104
78,1.0,0.9513888955116272,2.7225307348999195e-05,0.37174540758132935
79,1.0,0.9479166865348816,2.6577021344564855e-05,0.39754852652549744
80,1.0,0.9618055820465088,2.576999213488307e-05,0.2692750096321106
81,1.0,0.9409722089767456,2.3927026632009074e-05,0.36312663555145264
82,1.0,0.9444444179534912,2.1886140530114062e-05,0.4697824716567993
83,1.0,0.9409722089767456,1.9159477233188227e-05,0.3752189874649048
84,1.0,0.9513888955116272,1.7784990632208064e-05,0.4178973436355591
85,1.0,0.9305555820465088,1.9642395272967406e-05,0.36829468607902527
86,1.0,0.9375,1.7534544895170256e-05,0.3942619562149048
87,1.0,0.9375,1.4045374882698525e-05,0.3919570744037628
88,1.0,0.9340277910232544,1.6045076336013153e-05,0.39984527230262756
89,1.0,0.9340277910232544,4.5188699004938826e-05,0.4136321544647217
90,1.0,0.9618055820465088,3.4732693166006356e-05,0.36503830552101135
91,1.0,0.9444444179534912,1.2994386452191975e-05,0.48755237460136414
92,1.0,0.9513888955116272,1.1303197425149847e-05,0.46496784687042236
93,1.0,0.9548611044883728,1.2607165444933344e-05,0.2291242480278015
94,1.0,0.9548611044883728,1.131674707721686e-05,0.19484171271324158
95,1.0,0.9583333134651184,8.913079000194557e-06,0.2321663647890091
96,1.0,0.9479166865348816,9.795687219593674e-06,0.46392643451690674
97,1.0,0.9513888955116272,8.70506300998386e-06,0.35454046726226807
98,1.0,0.9375,7.732203812338412e-06,0.4000858664512634
99,1.0,0.9444444179534912,7.434429335262394e-06,0.36869609355926514
100,1.0,0.9444444179534912,7.254609499796061e-06,0.4006298780441284
101,1.0,0.9479166865348816,7.728714990662411e-06,0.3931237757205963
102,1.0,0.9409722089767456,6.829869562352542e-06,0.36432522535324097
103,0.9994959831237793,0.9305555820465088,0.0010116274934262037,0.5885541439056396
104,0.9662298560142517,0.90625,0.09014050662517548,0.3790822923183441
105,0.9879032373428345,0.9201388955116272,0.03914603590965271,0.3288326859474182
106,0.9919354915618896,0.9409722089767456,0.02317320741713047,0.18403063714504242
107,0.9974798560142517,0.9409722089767456,0.008463983424007893,0.20121829211711884
108,0.9954637289047241,0.9375,0.013281447812914848,0.30651432275772095
109,0.9919354915618896,0.9548611044883728,0.02756563015282154,0.264235258102417
110,0.9984878897666931,0.9513888955116272,0.007043741177767515,0.20471885800361633
111,1.0,0.9409722089767456,0.0005054582143202424,0.4009375274181366
112,0.9994959831237793,0.9548611044883728,0.0014262081822380424,0.2066626101732254
113,0.9979838728904724,0.9548611044883728,0.00778787350282073,0.20749618113040924
114,0.9954637289047241,0.9513888955116272,0.010664551518857479,0.30392932891845703
115,0.9994959831237793,0.9513888955116272,0.0013505361275747418,0.3416250944137573
116,1.0,0.9513888955116272,0.000282980763586238,0.19752565026283264
117,1.0,0.9618055820465088,0.0002443236007820815,0.19548538327217102
118,1.0,0.9652777910232544,0.00012750350288115442,0.15211305022239685
119,1.0,0.9513888955116272,7.530999573646113e-05,0.2388717383146286
120,1.0,0.9548611044883728,5.8725625422084704e-05,0.26360470056533813
121,1.0,0.9583333134651184,0.0002429626474622637,0.2995682954788208
122,1.0,0.9479166865348816,0.00021823387942276895,0.34099113941192627
123,1.0,0.9583333134651184,3.500503225950524e-05,0.31191983819007874
124,1.0,0.9583333134651184,2.7937023332924582e-05,0.24566319584846497
125,1.0,0.9618055820465088,3.0264056476880796e-05,0.2075996696949005
126,1.0,0.9513888955116272,4.4348296796670184e-05,0.1755262166261673
127,1.0,0.9513888955116272,2.307239265064709e-05,0.35831955075263977
128,1.0,0.9652777910232544,2.199340087827295e-05,0.2753874957561493
129,1.0,0.9479166865348816,1.7518332242616452e-05,0.4743351340293884
130,1.0,0.9618055820465088,1.7080321413232014e-05,0.31883466243743896
131,1.0,0.9618055820465088,1.4312037819763646e-05,0.31390318274497986
132,1.0,0.9618055820465088,1.553014590172097e-05,0.2849707007408142
133,1.0,0.9548611044883728,1.5113794688659254e-05,0.40335071086883545
134,1.0,0.9583333134651184,1.5614446965628304e-05,0.22877782583236694
135,1.0,0.9618055820465088,1.264279035240179e-05,0.31132757663726807
136,1.0,0.9652777910232544,1.3446791854221374e-05,0.1370602697134018
137,1.0,0.9583333134651184,1.1325490959279705e-05,0.25212475657463074
138,1.0,0.9513888955116272,1.0092753655044362e-05,0.4045599400997162
139,1.0,0.96875,1.0835014109034091e-05,0.21107061207294464
140,1.0,0.9583333134651184,8.466939107165672e-06,0.3043232262134552
141,1.0,0.9513888955116272,9.23014431464253e-06,0.3544347584247589
142,1.0,0.96875,7.658557478862349e-06,0.1922307014465332
143,1.0,0.9652777910232544,7.583332717331359e-06,0.16141599416732788
144,1.0,0.9756944179534912,6.8828212533844635e-06,0.22367626428604126
145,1.0,0.9583333134651184,6.681909326289315e-06,0.384514719247818
146,1.0,0.9652777910232544,6.682048478978686e-06,0.2517801821231842
147,1.0,0.9722222089767456,6.138006483524805e-06,0.21934813261032104
148,1.0,0.9618055820465088,6.152951755211689e-06,0.2518378794193268
149,1.0,0.9756944179534912,5.839855475642253e-06,0.28751662373542786
150,1.0,0.9548611044883728,5.776414582214784e-06,0.3671589493751526
151,1.0,0.9479166865348816,5.1137844820914324e-06,0.439388632774353
152,1.0,0.9583333134651184,4.40206576968194e-06,0.30333104729652405
153,1.0,0.9513888955116272,4.729844476969447e-06,0.4568723142147064
154,1.0,0.9652777910232544,4.647875812224811e-06,0.4060068726539612
155,1.0,0.9618055820465088,4.661955699702958e-06,0.3165830969810486
156,1.0,0.9618055820465088,4.2811848288693e-06,0.38459068536758423
157,1.0,0.96875,3.761264679269516e-06,0.2475167065858841
158,1.0,0.9618055820465088,3.437690565988305e-06,0.25700604915618896
159,1.0,0.9618055820465088,4.271124453225639e-06,0.26586803793907166
160,1.0,0.9652777910232544,3.482057081782841e-06,0.2446100115776062
161,1.0,0.96875,3.1173249226412736e-06,0.2284744530916214
162,1.0,0.9583333134651184,2.9554385037044995e-06,0.3475493788719177
163,1.0,0.9409722089767456,2.9972950414958177e-06,0.5118969678878784
164,1.0,0.9548611044883728,2.744147423072718e-06,0.41146332025527954
165,1.0,0.96875,2.6211007480014814e-06,0.32453304529190063
166,1.0,0.9583333134651184,2.1641333205479896e-06,0.35616037249565125
167,1.0,0.9548611044883728,2.5853203169390326e-06,0.3487871587276459
168,1.0,0.9548611044883728,2.315581468792516e-06,0.27804163098335266
169,1.0,0.9548611044883728,2.367132537983707e-06,0.43043604493141174
170,1.0,0.9652777910232544,1.8553020026956801e-06,0.3946458101272583
171,1.0,0.9479166865348816,2.5117280983977253e-06,0.4184272885322571
172,1.0,0.9618055820465088,2.0791380848095287e-06,0.31228142976760864
173,1.0,0.9583333134651184,1.841807488744962e-06,0.2715544104576111
174,1.0,0.9548611044883728,1.8261320064993924e-06,0.45834869146347046
175,1.0,0.9548611044883728,1.8786041664498043e-06,0.34727001190185547
176,1.0,0.9652777910232544,1.8580445839688764e-06,0.1335774064064026
177,1.0,0.9548611044883728,1.479387378822139e-06,0.5107712149620056
178,1.0,0.9479166865348816,1.629279267945094e-06,0.326546311378479
179,1.0,0.9618055820465088,1.8211406995760626e-06,0.40506216883659363
180,1.0,0.9548611044883728,1.485318307459238e-06,0.596221387386322
181,1.0,0.9548611044883728,1.454550442758773e-06,0.2970973253250122
182,1.0,0.9618055820465088,1.410493837283866e-06,0.34880053997039795
183,0.9994959831237793,0.9548611044883728,0.0006439331918954849,0.3815743625164032
184,0.977318525314331,0.9618055820465088,0.06114845722913742,0.1294926106929779
185,0.9889112710952759,0.9375,0.028644276782870293,0.3763912320137024
186,0.9979838728904724,0.9479166865348816,0.009752072393894196,0.3018089532852173
187,1.0,0.9513888955116272,0.0010043280199170113,0.27596768736839294
188,1.0,0.9618055820465088,0.0002111365902237594,0.17951062321662903
189,1.0,0.9513888955116272,0.00023866027186159045,0.30952736735343933
190,1.0,0.9513888955116272,0.00012491978122852743,0.3667066693305969
191,1.0,0.9618055820465088,0.00012417988909874111,0.2848239839076996
192,1.0,0.9791666865348816,2.152460911020171e-05,0.14713817834854126
193,1.0,0.9513888955116272,4.8828260332811624e-05,0.29440444707870483
194,1.0,0.9548611044883728,1.997677463805303e-05,0.27700620889663696
195,1.0,0.9479166865348816,1.3569242582889274e-05,0.2839416563510895
196,1.0,0.9618055820465088,2.507842509658076e-05,0.177118182182312
197,1.0,0.9548611044883728,1.1790531971200835e-05,0.38412824273109436
198,1.0,0.9722222089767456,1.141325083153788e-05,0.1384093165397644
199,1.0,0.9722222089767456,1.1671319043671247e-05,0.16416329145431519
200,1.0,0.9513888955116272,9.146225238509942e-06,0.2823883295059204
201,1.0,0.9305555820465088,8.73831504577538e-06,0.5835022330284119
202,1.0,0.9479166865348816,8.391603842028417e-06,0.45748916268348694
203,1.0,0.9583333134651184,8.307821190101095e-06,0.2865079939365387
204,1.0,0.9513888955116272,7.1233885137189645e-06,0.2998189330101013
205,1.0,0.9513888955116272,6.042214408807922e-06,0.2905223071575165
206,1.0,0.9618055820465088,5.987619260849897e-06,0.17474251985549927
207,1.0,0.9583333134651184,5.507711648533586e-06,0.262286901473999
208,1.0,0.9548611044883728,6.372015832312172e-06,0.22819195687770844
209,1.0,0.9548611044883728,4.951626124238828e-06,0.254435658454895
210,1.0,0.96875,4.850558070756961e-06,0.12956327199935913
211,1.0,0.96875,4.368961072032107e-06,0.2004706859588623
